X1,X2,X4,X5,X6,X7,X8,X9,X10,X12,X13,X15,X16,X19,X25,X27,X28,X29,X32,X33,X34,X35,X41,X45,X47,X50,X52,X53,X55,X57,X59,X65
0.010758,0.43471,1.1219,-120.16,0.088797,0.011839,1.2014,1.0058,0.52227,0.028332,0.11634,1358.7,0.26863,0.011795,0.52227,0.17065,0.095882,5.0815,152.84,2.3882,0.039175,0.01703,0.11718,0.095582,41.166,1.0784,0.41873,0.98317,6144.7,0.020598,0.032265,0
,,,19866.0,,,,0.98556,,,0.0,,,0.0,,9.9048,0.29301,,0.0,,,,0.0,0.0,69.124,,0.0,5.3819,352.07,0.0,0.0,0
0.37864,0.078494,6.8502,239.93,0.78852,0.37878,11.74,1.607,0.92149,4.8256,0.41322,69.442,5.2562,0.37937,0.92149,6.0892,0.99331,4.4649,46.114,7.9151,4.8197,0.37832,0.006262,5.5995,39.726,6.8502,0.12634,1.9933,13393.0,0.4109,0.0,0
0.080556,0.72193,0.66792,-74.97,0.042306,0.1001,0.34879,1.0477,0.25181,0.22034,0.093235,1795.0,0.20334,0.063574,0.25181,0.49884,-0.21657,4.6994,110.33,3.3082,0.10384,0.074968,0.19508,0.54851,35.669,0.42029,0.30228,0.36149,-7550.8,0.31991,1.0629,0
0.044579,0.6483,0.95721,-40.425,0.002672,0.066026,0.54249,1.952,0.3517,0.1834,0.046821,2589.1,0.14097,0.033825,0.24833,2.9874,-0.023505,4.2745,71.736,5.0881,2.8255,0.12017,0.17346,0.25165,35.298,0.53156,0.19654,0.53662,-289.88,0.12675,0.78739,0
0.11651,0.29608,4.3372,-10.492,0.0,0.11651,2.3774,1.6559,0.70392,0.76891,0.074861,871.79,0.41868,0.070361,0.69583,0.0,1.4751,3.7913,51.926,7.0292,3.5973,0.011225,1.3243,0.21858,182.66,2.2196,0.14226,2.0534,3127.5,0.16552,0.20258,0
0.011839,1.0011,0.8711,-66.521,-0.17829,0.011839,-0.001136,1.718,-0.001137,0.01389,0.035778,5944.9,0.061397,0.006891,-0.13234,1.3456,-0.42673,3.8953,182.63,1.9986,1.7017,0.014423,0.34872,0.061117,41.505,0.74167,0.50035,-0.004416,-863.32,-10.412,-128.87,0
0.1961,0.2195,2.5144,63.315,0.42825,0.25084,3.2961,1.2383,0.72349,1.1428,0.26633,250.04,1.4598,0.2085,0.72349,2.5572,0.74186,4.8751,82.464,4.4262,1.1318,0.24844,0.022692,1.192,61.804,2.5144,0.22593,1.6146,24933.0,0.27104,0.0,0
0.15306,0.20785,2.7904,20.57,0.40307,0.19192,3.6076,1.0713,0.74982,1.278,0.13776,282.13,1.2938,0.098322,0.74982,1.0663,0.46276,4.138,30.082,12.134,0.93474,0.19428,0.02519,0.92016,33.322,2.016,0.082415,1.2906,3694.3,0.20413,0.076922,0
0.14392,0.51524,1.271,81.68,0.0,0.14392,0.94083,1.9121,0.48476,0.34943,0.52786,186.33,1.9589,0.075266,0.39409,0.0,0.23423,4.038,217.33,1.6795,1.3425,0.005845,0.019846,0.96353,78.816,1.016,0.59542,1.0173,1218.1,0.29688,0.21328,0
0.000955,0.57778,1.4735,-58.397,0.033766,0.00261,0.72676,1.0411,0.4199,0.011416,0.021458,12126.0,0.030102,0.00322,0.4199,0.34623,0.16324,4.3326,107.19,3.4052,0.046652,0.026955,0.45512,0.004504,99.403,0.58306,0.29367,0.63323,2328.4,0.002274,0.8315,0
0.070792,0.6507,1.277,14.677,0.0,0.087397,0.53681,2.3666,0.3493,0.13431,0.044788,2240.7,0.1629,0.036929,0.32678,8.8972,1.0662,3.3463,106.14,3.439,3.439,0.12889,0.18571,3.5186,3.2817,1.277,0.29078,2.0662,400.14,0.20267,0.0,0
0.13753,0.72488,1.214,-45.122,0.0,0.13866,0.37955,1.5011,0.27512,0.42091,0.12909,1365.4,0.26732,0.092373,0.14238,3.6487,0.11747,4.3394,89.504,4.078,1.8533,0.15768,0.11643,0.59988,62.291,0.5517,0.24522,0.45847,1540.0,0.49988,1.4374,0
0.017383,0.82066,0.60254,-160.63,0.017383,0.017383,0.21719,1.0469,0.17824,0.038815,0.055672,5894.0,0.061927,0.019043,0.17824,0.47942,-0.24378,4.5103,187.46,1.9471,0.050942,0.041806,0.35858,0.093244,78.035,0.32882,0.51358,0.24411,-5763.8,0.09753,2.0917,0
-0.023511,0.1526,3.6101,52.777,-0.047285,-0.023511,5.5533,1.2907,0.8474,-0.15554,0.006264,6888.6,0.052986,-0.018216,-0.070796,1.9619,0.86843,3.9776,44.14,8.2692,8.1913,0.040739,0.049182,-0.113,60.754,3.5761,0.12093,1.8653,3747.4,-0.027745,0.0,0
0.09418,0.58637,3.1153,26.71,0.0,0.128,0.70541,1.9337,0.41363,0.41894,0.081915,1351.2,0.27013,0.066193,0.36892,3.6807,13.406,3.4635,61.023,5.9814,3.1166,0.10623,0.13407,0.18692,100.64,1.6232,0.16718,8.58,1878.8,0.22769,0.67685,0
0.11133,0.48965,1.243,-44.144,0.0,0.14586,1.0423,1.4941,0.51035,0.30216,0.11832,1011.0,0.36104,0.097628,0.47788,12.702,0.29333,3.8801,129.0,2.8295,2.7896,0.12818,0.092894,0.39723,74.897,1.2255,0.35342,1.2761,890.19,0.21815,0.013532,0
0.09233,0.26901,2.0914,55.15,0.21612,0.11512,2.5003,1.0586,0.67259,0.44992,0.16842,496.49,0.73516,0.098041,0.67259,1.0473,0.60078,4.5807,84.197,4.3351,0.43186,0.11617,0.044484,0.75956,39.999,1.9894,0.23068,1.4469,10635.0,0.13727,0.019521,0
0.088065,0.37411,2.4991,129.9,0.0,0.11306,1.673,1.1674,0.62589,0.33033,0.13436,870.56,0.41927,0.096841,0.61988,4.7651,3.5468,3.9199,120.51,3.0289,2.771,0.13079,0.071971,0.57482,53.942,2.2863,0.33015,4.3266,4267.1,0.1407,0.0,0
0.040295,0.083943,3.1619,50.342,0.10599,0.060003,10.61,1.0629,0.89063,0.72601,0.12973,237.01,1.54,0.060216,0.89063,0.74768,0.24189,5.1585,32.18,11.343,0.83498,0.070091,0.019803,0.71543,21.93,3.1131,0.088163,1.2057,25740.0,0.045243,0.001454,0
0.0,0.65926,1.6447,,0.078839,0.052108,0.51685,0.83335,0.34074,0.22762,0.062529,4617.9,0.07904,0.062529,0.085249,,0.23674,6.5838,,0.0,0.0,0.002123,,0.0,,0.57113,,0.54652,566110.0,0.0,1.2272,0
-0.02454,0.31155,1.2546,-15.028,-0.65701,-0.02454,2.2097,0.82557,0.68845,-0.092098,0.001723,79930.0,0.004567,-0.029725,-0.68155,,0.10189,4.0986,131.63,2.7729,2.3715,0.00491,0.4,-0.25617,47.324,1.073,0.36064,1.0341,851.16,-0.035646,0.055243,0
0.16896,0.25727,2.6045,31.383,0.0,0.20755,2.8869,3.152,0.74273,0.80674,0.07789,382.49,0.95428,0.065847,0.72079,58972.0,1.2512,3.3579,31.768,11.489,11.489,0.19611,0.035015,1.2261,17.017,2.6045,0.087037,2.2512,941.02,0.22749,0.0,0
0.14631,0.16775,2.9585,24.644,0.12707,0.15473,3.3748,1.0723,0.56612,1.087,0.18409,267.29,1.3656,0.12435,0.56612,1.4036,0.48161,4.4034,44.773,8.1522,0.971,0.16288,0.023248,0.75089,61.288,2.5106,0.12267,0.97798,7058.5,0.25845,0.044862,0
0.18373,0.40856,2.1534,2.9186,0.0,0.19896,1.4476,2.1429,0.59144,0.663,0.10656,653.09,0.55888,0.092849,0.52296,3.4015,0.9784,3.964,56.613,6.4473,4.7356,0.20809,0.046336,0.57437,60.346,1.5817,0.1551,1.6718,3185.8,0.31065,0.12232,0
0.017309,0.57908,1.0397,-50.634,-0.080904,0.030621,0.72687,1.4004,0.42092,0.056772,0.10015,1507.1,0.24218,0.021866,-0.06255,1.3021,0.048734,4.9643,143.67,2.5405,2.3662,0.030132,0.13633,0.087439,52.729,0.96838,0.39363,0.95831,1971.4,0.041121,0.0,0
0.093713,0.49159,1.1202,-71.004,0.24528,0.11631,0.99628,1.1178,0.48976,0.41731,0.24054,781.06,0.46731,0.12178,0.48976,1.3333,0.048715,4.5534,119.06,3.0657,0.23173,0.11392,0.071092,0.52181,76.72,0.6351,0.32619,0.71208,1198.3,0.19134,0.43467,0
0.1664,0.42797,3.0689,22.913,0.29199,0.20885,1.3022,1.1471,0.5573,1.1453,0.13526,578.67,0.63076,0.10464,0.5573,1.3945,0.85666,4.4753,38.254,9.5414,0.56692,0.24262,0.046326,0.65362,53.407,1.3076,0.10481,1.2655,11271.0,0.29857,0.44073,0
0.006072,0.60436,0.82258,-97.908,0.0,0.014688,0.65464,1.6494,0.39564,0.028317,0.068162,1962.1,0.18602,0.008905,0.25292,1.641,-0.1605,3.92,116.46,3.1342,2.6898,0.023759,0.16004,0.019056,71.549,0.70596,0.31906,0.69005,-765.36,0.015348,0.067771,0
0.38085,0.24383,3.2798,133.18,0.0,0.38085,3.1013,1.3392,0.75617,1.562,0.30366,218.85,1.6678,0.28439,0.38085,53.443,2.775,3.8846,92.829,3.932,3.932,0.38049,0.019864,1.8449,78.594,3.2798,0.25433,3.775,4261.2,0.50366,0.0,0
0.12056,0.5795,0.62519,-136.26,0.3251,0.15012,0.72562,1.2038,0.4205,0.39171,0.22771,1033.9,0.35304,0.16709,0.4205,2.0252,-0.1889,5.0412,187.43,1.9474,0.26082,0.15115,0.09266,1.0198,57.817,0.41345,0.5135,0.55299,-15792.0,0.2867,0.46674,0
0.073908,0.42839,2.4378,34.827,0.0,0.073908,1.3343,2.4513,0.57161,0.24602,0.03015,2115.7,0.17252,0.03015,0.49705,0.0,1.6138,3.6047,52.002,7.019,4.9221,3e-06,,0.32789,39.018,1.7095,0.14247,2.1356,1738.1,0.1293,0.2239,0
0.047038,0.30162,0.69359,-73.487,0.12003,0.058849,2.3026,1.0408,0.69451,0.19541,0.090343,1010.0,0.3614,0.048774,0.69451,0.48891,-0.11664,5.6166,94.823,3.8493,0.18791,0.056676,0.092821,0.35778,41.396,0.69253,0.25979,0.87788,-38170.0,0.067728,0.000666,0
0.032588,0.60162,0.95725,-22.253,-0.030869,0.03802,0.66218,2.5298,0.39838,0.072621,0.048958,1773.0,0.20587,0.015029,0.17135,2.7088,-0.044867,3.783,77.19,4.7286,4.1149,0.054226,0.13731,0.2834,16.954,0.83302,0.21148,0.79861,-135.8,0.0818,0.11691,0
-0.083286,1.0546,0.60154,-299.7,-0.083286,-0.083286,-0.051807,0.46736,-0.054637,-0.46048,-0.2915,-14641.0,-0.02493,-0.92338,-0.054637,-5.5508,-0.080869,4.7396,342.07,1.067,-0.10158,-0.10713,-0.69163,-2.1053,74.821,0.10316,0.93719,-0.061308,-3956.9,1.5243,-15.992,0
0.10585,0.32058,2.4509,93.254,-0.30387,0.14009,2.0799,1.1729,0.66676,0.43699,0.15328,467.94,0.78002,0.085874,0.66676,1.0615,2.1707,4.5999,84.132,4.3384,0.4605,0.14763,0.040916,0.81885,33.923,2.4509,0.2305,3.1116,18514.0,0.15875,0.0,0
0.071012,0.63379,0.92631,-57.532,0.054105,0.071012,0.57781,1.8467,0.36621,0.12064,0.08307,1508.0,0.24205,0.038452,0.28465,4.6765,-0.095376,4.464,121.48,3.0047,2.7905,0.078143,0.12325,0.32658,44.874,0.86027,0.33281,0.80526,-1262.6,0.19391,0.12339,0
-0.079059,0.31436,1.2613,-12.332,-0.12517,-0.067636,1.8347,0.96785,0.57675,-0.24877,0.008868,8124.0,0.044929,-0.042464,0.57675,-0.31992,0.10814,5.291,60.302,6.0529,-0.16748,-0.052649,0.35503,-0.6648,26.376,1.0909,0.16521,0.87777,13887.0,-0.13708,0.073649,0
0.002956,0.7081,1.1974,-39.806,0.020749,0.004814,0.40084,1.0311,0.28383,0.02203,0.030902,16588.0,0.022004,0.009548,0.28383,0.24403,0.058413,4.8105,163.11,2.2377,0.016852,0.011933,1.0256,0.031871,69.223,0.36952,0.44688,0.38442,2788.1,0.010414,1.7249,0
-0.023859,0.054914,4.0759,27.507,-0.3079,-0.02367,17.21,1.0212,0.94509,-0.43103,0.045244,433.81,0.84138,-0.023178,0.92615,-1.1525,0.21761,3.7227,19.386,18.828,18.828,-0.012687,0.032115,-0.25403,33.158,4.0759,0.053114,1.2176,892.0,-0.025245,0.0,0
-0.077873,0.83078,0.16322,-270.63,-0.10942,-0.070023,0.18568,0.96729,0.15426,-0.084286,-0.020507,-15068.0,-0.024223,-0.071354,0.15426,-0.32811,-0.80424,3.9933,298.89,1.2212,-0.040069,-0.033288,1.6443,-2.6558,10.549,0.16322,0.81887,0.17846,-6846.0,-0.50482,0.0,0
0.069034,0.60021,1.0128,-50.632,0.21341,0.079632,0.62928,1.0148,0.3777,0.20327,0.079808,1916.1,0.19049,0.055585,0.3777,0.581,0.008296,4.6956,101.29,3.6037,0.13666,0.082024,0.16905,0.34884,51.164,0.66104,0.27749,0.62612,248.29,0.18277,0.5519,0
-0.12587,0.52338,0.95482,-52.15,0.0,-0.12587,0.91066,2.1664,0.47662,-0.2405,-0.036852,-2392.8,-0.15254,-0.058101,0.34197,-6.6539,-0.047267,3.4611,81.691,4.468,4.468,-0.17203,-0.2595,-0.41076,47.831,0.95482,0.22381,0.95273,-68.366,-0.26409,0.0,0
0.21116,0.37336,1.8659,-9.2894,0.0,0.26451,1.6784,1.4753,0.62664,1.3738,0.19189,481.37,0.75825,0.17929,0.6029,8.539,0.26021,4.0225,59.619,6.1222,3.1572,0.29659,0.039135,1.078,60.656,0.96225,0.16334,0.978,1755.7,0.33697,0.26892,0
0.23718,0.30297,2.1084,47.159,0.0,0.33514,2.3007,2.9706,0.69703,1.1062,0.15273,243.75,1.4975,0.11282,0.65368,5.8508,0.92967,3.2322,42.858,8.5164,8.5164,0.39035,0.019852,44.977,0.74599,2.1084,0.11742,1.9297,573.18,0.34028,0.0,0
0.088265,0.59484,1.2969,7.0415,0.28778,0.12156,0.68113,3.5136,0.40516,0.21181,0.059747,1034.2,0.35291,0.034597,0.38327,11.902,0.66629,3.6597,62.142,5.8737,5.6672,0.14255,0.090977,0.83141,11.495,1.2513,0.17025,1.5845,778.14,0.21785,0.051612,0
0.11309,0.18447,4.1417,20.575,0.0,0.11309,4.4209,2.2008,0.81553,1.0645,0.1691,180.92,2.0174,0.051386,0.11319,0.0,0.59606,4.1801,27.301,13.369,7.6997,0.02065,0.023735,1.1255,25.821,2.3853,0.074798,1.4564,5053.7,0.13867,0.018197,0
0.2965,0.10334,5.2196,31.802,0.0,0.37001,8.5762,3.2967,0.88627,3.5805,0.11339,100.91,3.6172,0.11224,0.86894,12.084,58.634,3.4604,13.032,28.007,28.007,0.40234,0.008462,1.6448,22.733,5.2196,0.035705,119.17,1258.6,0.33455,0.0,0
0.024279,0.071514,4.585,61.754,0.15789,0.025139,12.535,0.90304,0.89643,0.36809,0.073241,413.21,0.88332,0.029147,0.89643,0.12461,0.35647,4.045,26.1,13.985,0.16642,0.011902,0.047087,0.37155,24.973,4.3787,0.071507,1.3051,2715.8,0.027084,0.003589,0
0.10416,0.76713,1.1464,-13.895,0.0,0.13307,0.30355,6.4633,0.23287,0.1863,0.028725,1508.2,0.24201,0.020589,0.17868,3.5758,0.57734,3.6278,41.076,8.886,8.274,0.11605,0.11109,0.3141,19.07,1.0674,0.11254,1.2856,443.83,0.4473,0.0,0
0.16152,0.5275,0.87876,-28.995,0.000255,0.16152,0.89574,2.3941,0.4725,0.43074,0.088361,910.15,0.40103,0.067467,0.47117,0.0,-0.067807,4.8967,79.927,4.5667,3.2464,0.024927,0.35151,1.9303,17.836,0.6247,0.21898,0.70473,-3584.1,0.34185,0.21845,0
0.091353,0.39835,1.1729,-9.2576,0.14672,0.11612,1.5032,1.035,0.5988,0.29976,0.060961,909.67,0.40125,0.044288,0.5988,0.49338,0.12272,3.9771,55.816,6.5393,0.31375,0.12498,0.077633,0.73057,18.017,1.1406,0.15292,1.0974,635.26,0.15256,0.018326,0
0.045118,0.65084,1.3966,-12.58,0.0,0.058411,0.53647,4.2089,0.34916,0.09396,0.023355,2416.7,0.15103,0.013878,0.34407,5.6291,1.8707,3.9922,54.712,6.6712,6.372,0.061729,0.19561,0.12213,32.513,1.334,0.1499,2.6493,2421.7,0.12922,0.0,0
0.041827,0.59326,0.91757,-49.49,0.0,0.054779,0.68559,1.408,0.40674,0.21306,0.066468,2313.7,0.15775,0.038905,0.39919,2.8518,-0.027736,3.9005,69.351,5.2631,2.2809,0.05486,0.2211,0.26881,41.972,0.39765,0.19,0.53232,-168.52,0.10284,0.45802,0
0.13378,0.50297,1.7714,1.8835,0.0,0.17072,0.9882,1.7876,0.49703,0.54808,0.11718,876.4,0.41648,0.095503,0.26373,35.378,0.53608,4.0191,69.747,5.2332,3.2409,0.15751,0.087732,0.59012,50.762,1.097,0.19109,1.1089,2511.0,0.26916,0.38506,0
0.53554,0.052232,10.494,165.21,0.0,0.53554,18.145,1.8156,0.94777,11.519,0.31552,33.281,10.967,0.29497,0.81953,0.0,0.8619,4.7951,20.157,18.108,16.117,0.000183,0.046666,7.5109,30.914,9.3406,0.055225,1.8507,27537.0,0.56505,0.0,0
-0.23897,0.34203,1.6584,-6.8134,0.0,-0.23897,1.9237,0.70206,0.65797,-1.3084,-0.1594,-1115.5,-0.3272,-0.34039,0.63062,-127.92,0.17252,3.9378,69.981,5.2157,2.7853,-0.25059,-0.10269,-2.0506,44.649,0.88563,0.19173,0.94388,1042.2,-0.36319,0.005437,0
-0.90422,0.038963,3.9613,28.806,-1.229,-0.90422,22.581,0.78775,0.87982,-23.207,-2.4419,-16.749,-21.793,-2.6004,0.87982,-2.5413,0.13644,4.681,32.217,11.329,-2.8791,-0.11218,-0.02245,-11.951,62.561,3.9613,0.088267,1.0404,5535.7,-1.0277,0.0,0
0.088367,1.0133,1.0965,-39.434,-0.23964,0.088367,-0.013089,1.6624,-0.013263,0.14812,0.078044,2850.7,0.12804,0.053158,-0.025809,,0.16643,3.6005,183.26,1.9917,1.1727,0.01869,0.81644,0.70292,38.616,0.64559,0.50208,-0.038349,229.39,-6.6628,-30.634,0
0.01193,0.84168,0.70824,-118.84,0.0,0.01193,0.1881,1.3028,0.15832,0.016633,0.087436,2696.8,0.13534,0.009157,0.01193,1.7145,-0.42526,3.635,205.74,1.7741,1.5117,0.030481,0.22104,0.06819,50.186,0.6035,0.56368,0.32176,-903.05,0.075352,0.76631,0
0.20043,0.52541,1.2316,-29.39,0.0,0.20043,0.90328,3.5149,0.47459,0.38147,0.079925,682.64,0.53469,0.057022,0.27156,7.9126,0.3449,3.7961,58.203,6.2712,6.2712,0.22001,0.057995,0.52878,41.989,1.2316,0.15946,1.3449,760.98,0.42232,0.0,0
0.10785,0.35353,1.8833,-9.9461,0.0,0.10785,1.8286,1.829,0.64646,0.30849,0.10571,667.41,0.54689,0.058968,0.62567,4.5999,0.9041,3.3809,74.25,4.9158,4.8613,0.11036,0.059229,0.31,73.888,1.8624,0.20342,1.8926,742.4,0.16683,0.0,0
0.050224,0.27361,2.2082,-19.207,0.0,0.050225,2.6548,1.4558,0.72639,0.31368,0.092472,741.84,0.49202,0.0345,0.42529,4.8873,0.29925,3.9865,41.844,8.7229,5.1045,0.059155,0.06268,0.19592,66.992,1.2922,0.11464,1.1237,1875.3,0.069142,0.15082,0
0.31283,0.63932,0.87398,-25.517,0.0,0.31283,0.56415,2.036,0.36068,0.48931,0.2391,479.35,0.76144,0.15365,0.31283,21.649,-0.18259,3.4962,135.76,2.6886,2.6886,0.31713,0.04288,24.316,2.7318,0.87398,0.37194,0.81741,-252.56,0.86733,0.0,0
0.033763,0.44557,1.3896,-20.343,0.0,0.043042,1.2443,1.6748,0.55443,0.10195,0.049663,1955.2,0.18668,0.025699,0.5524,2.1903,0.3979,4.3902,93.818,3.8905,3.6862,0.032367,0.17433,0.15689,47.824,1.3166,0.25703,1.3413,4039.7,0.060895,0.0,0
0.085912,0.70875,1.3933,-30.811,0.0,0.085912,0.41093,1.1141,0.29125,0.23884,0.14001,1658.5,0.22008,0.077113,0.23031,4.9754,0.28358,4.3291,124.57,2.9301,1.4871,0.060143,0.13824,0.44728,66.518,0.70711,0.34129,0.58385,3018.0,0.29498,0.73349,0
-0.022871,0.92804,0.88228,-175.53,-0.15564,-0.022871,0.077542,1.1188,0.071962,-0.045951,0.1602,1890.0,0.19312,-0.020443,-0.003002,0.0,-0.10447,5.5291,242.13,1.5074,0.80849,0.022203,0.15307,-0.12497,89.028,0.4732,0.66338,0.12831,-19814.0,-0.31783,5.6596,0
0.006013,0.7745,0.96161,-63.924,-0.044915,0.007209,0.29116,2.0203,0.2255,0.011651,0.028965,4830.7,0.075558,0.003568,-0.02426,1.2416,-0.05864,3.9449,112.94,3.2318,2.5817,0.020859,0.32059,0.020535,53.45,0.76817,0.30943,0.55672,-209.22,0.026664,0.68783,0
0.2229,0.31489,1.5396,48.894,0.00217,0.28114,2.1757,1.5146,0.68511,0.89281,0.22984,330.17,1.1055,0.18562,0.67562,55.936,0.32977,3.7216,93.246,3.9144,3.9144,0.28195,0.029842,35.864,1.8404,1.5396,0.25547,1.3298,894.98,0.32535,0.0,0
0.088272,0.5281,5.6289,42.419,0.0,0.11076,0.89359,3.2776,0.4719,0.96888,0.057824,1017.1,0.35888,0.033793,0.35565,5.7328,1.4842,4.1942,13.27,27.506,5.9542,0.13322,0.083582,0.53816,19.04,1.2185,0.036356,1.3236,8275.1,0.18706,0.83816,0
0.062547,0.76468,0.73943,-59.224,0.0,0.078732,0.30773,2.6894,0.23532,0.1215,0.036829,2817.9,0.12953,0.029275,0.21811,5.9788,-0.3242,3.7643,91.325,3.9967,3.387,0.099441,0.22347,0.27072,32.56,0.62663,0.2502,0.45182,-981.38,0.2658,0.49573,0
0.30551,0.27695,2.7499,61.5,0.54364,0.37894,2.488,1.1978,0.68906,1.3682,0.18571,244.87,1.4906,0.17047,0.68906,1.9735,2.0327,4.6152,54.469,6.701,1.3224,0.36625,0.022755,1.7725,33.899,2.7499,0.14923,2.8901,19979.0,0.44337,0.0,0
0.093379,0.092138,9.533,79.209,0.03659,0.11338,9.7927,1.1255,0.90228,1.2305,0.028986,288.23,1.2664,0.028165,0.90228,1.255,6.4625,2.8408,9.403,38.817,4.8718,0.44887,0.006699,0.11151,0.0,9.533,0.025762,7.4165,544.92,0.10349,0.0,0
0.18591,0.65129,1.363,-63.136,0.275,0.23199,0.53142,1.0945,0.34611,0.3771,0.094867,948.88,0.38466,0.087846,0.34611,1.0222,1.3823,4.1413,93.064,3.922,0.37868,0.24663,0.080749,0.29432,95.56,1.2874,0.25497,2.1426,3091.4,0.53715,0.10434,0
0.15939,0.66073,0.51591,-55.739,0.0,0.15939,0.51347,2.1674,0.33927,0.29001,0.080235,1386.8,0.2632,0.073537,0.33927,9.7645,-0.37133,3.6777,102.42,3.5637,2.9642,0.20891,0.11475,4.966,5.9815,0.42913,0.28061,0.47353,-1266.8,0.4698,0.29849,0
0.000649,0.37754,1.9394,-3.4804,0.0,0.000649,1.6487,4.7713,0.62246,0.002077,0.0604,478.17,0.76333,0.000136,0.49567,,0.74502,4.2723,26.525,13.761,11.389,0.010376,0.043767,0.001954,28.2,1.6051,0.072672,1.5799,5494.6,0.001043,0.0,0
0.099751,0.67661,1.1532,-7.8104,0.0,0.13038,0.47795,5.1641,0.32339,0.20807,0.030166,1585.3,0.23023,0.025247,0.31518,46.478,0.34618,3.7849,45.338,8.0507,7.456,0.1193,0.14217,0.49374,14.617,1.068,0.12421,1.166,585.1,0.30846,0.0,0
0.32125,0.36398,1.6345,-14.545,0.32562,0.39459,1.7474,1.109,0.63602,1.0841,0.095222,336.68,1.0841,0.095222,0.63602,1.0847,0.57007,3.8789,35.553,10.266,1.1136,0.40533,0.029522,0.85294,36.79,1.6345,0.097406,1.5701,1747.5,0.50509,0.0,0
-0.022769,0.86989,0.35301,-292.31,-0.38924,-0.022769,0.14957,0.84895,0.13011,-0.031816,-0.02682,-13945.0,-0.026174,-0.02682,-0.41201,,-0.61952,4.3073,380.81,0.95847,0.78851,0.00823,,-0.25911,46.759,0.29041,1.0433,0.17409,-9395.0,-0.175,0.0,0
0.064529,0.12724,2.4885,-15.959,0.32188,0.064529,4.6917,0.90867,0.59697,0.51793,0.172,339.9,1.0739,0.08123,0.59697,0.71852,0.26878,4.031,52.016,7.017,0.49368,0.062816,0.031004,0.29875,90.179,2.4366,0.14251,0.86521,1991.9,0.10809,0.004442,0
0.059006,0.33374,1.9815,20.355,0.1679,0.07384,1.9252,1.0427,0.64251,0.22125,0.091684,923.22,0.39535,0.051308,0.64251,0.48745,0.9672,5.1983,88.259,4.1355,0.20159,0.067278,0.08751,0.23548,66.266,1.9815,0.24181,1.8971,51718.0,0.091837,0.0,0
-0.0064,0.61669,1.2424,-8.0059,0.0,-0.006333,0.62155,1.271,0.38331,-0.015967,0.060137,2945.0,0.12394,-0.004983,0.13656,0.54394,0.18959,3.6239,112.47,3.2453,2.0873,-0.016243,0.22641,-0.058021,31.28,0.7991,0.30814,0.75573,404.53,-0.016698,0.18944,0
0.10077,0.76246,2.012,14.532,0.0,0.13443,0.31154,3.461,0.23754,0.37586,0.058972,1363.5,0.26769,0.038841,0.20321,13.925,1.2908,3.1633,38.926,9.3767,4.3983,0.10744,0.11968,0.7431,14.76,0.94377,0.10665,0.8471,527.16,0.42423,1.6465,0
0.035109,0.50153,1.4285,-41.982,-0.007396,0.043654,0.9939,0.73207,0.49847,0.19378,0.11916,2098.6,0.17393,0.05963,0.35971,3.3038,0.14235,4.8892,135.7,2.7171,1.2205,0.12611,0.15745,0.24754,84.575,0.64167,0.36804,0.73501,1.4285,0.070433,0.5542,0
0.22671,0.22907,5.1346,81.99,0.0,0.27957,3.3655,2.5593,0.77093,1.9324,0.12682,257.61,1.4169,0.10924,0.75371,243.56,2.3264,3.8432,22.836,15.983,10.095,0.24687,0.025744,3.0235,11.835,3.243,0.062565,2.9982,4169.1,0.29408,0.10236,0
0.49036,0.41254,1.5425,9.1079,0.0,0.61719,1.424,3.2364,0.58746,1.497,0.20979,221.77,1.6459,0.1907,0.51346,26.493,0.61441,3.5,58.026,6.2903,6.2862,0.64311,0.019609,3.9231,17.593,1.5415,0.15897,1.6137,707.33,0.83472,0.0,0
0.16568,0.72693,1.221,6.0444,0.0,0.20272,0.37566,5.05,0.27307,0.27888,0.049086,1070.4,0.34101,0.040143,0.23396,8.1135,1.4287,3.1067,54.191,6.7355,6.7355,0.15385,0.11287,2.2018,5.6094,1.221,0.14847,2.4287,205.36,0.6067,0.0,0
0.059178,0.71951,0.60663,-162.26,0.36598,0.073761,0.30491,1.1235,0.21938,0.12684,0.13873,2529.5,0.1443,0.098558,0.21938,1.1981,-0.35344,5.5469,318.65,1.1455,0.11092,0.079807,0.2153,1.2034,26.946,0.49029,0.87302,0.33896,-80590.0,0.26975,0.62898,0
0.038026,0.84568,0.86681,-39.775,0.0,0.038026,0.18248,2.8446,0.15432,0.04512,0.030544,3552.6,0.10274,0.013368,-0.00452,2.2035,-0.41658,3.9467,110.57,3.3011,3.2898,0.062524,0.23804,0.20816,23.966,0.86384,0.30293,0.57268,-992.95,0.24642,0.0,0
0.064364,0.26801,1.5396,-18.878,0.0,0.064364,2.7312,1.5887,0.73199,0.26815,0.046521,1323.5,0.27578,0.040513,0.13094,0.0,0.20542,4.6199,63.854,5.7162,5.1195,0.002262,0.93583,0.3234,52.946,1.3788,0.17494,1.161,5397.6,0.087931,0.00599,0
0.094128,0.42859,1.7286,-8.155,0.33269,0.117,1.2255,1.0766,0.52524,0.27298,0.08787,997.86,0.36578,0.065577,0.52524,0.74854,1.2049,4.5187,94.4,3.8665,0.28943,0.12405,0.086013,0.27434,75.571,1.7286,0.25863,2.0267,10309.0,0.17921,0.0,0
